Country,Category,DateTime,Close,Frequency,HistoricalDataSymbol,LastUpdate
Hong Kong,Inflation Rate,2011-07-31T00:00:00,7.9,Monthly,HKCPIY,2011-08-22T15:37:00
Hong Kong,Inflation Rate,2011-08-31T00:00:00,5.7,Monthly,HKCPIY,2011-09-22T13:17:00
Hong Kong,Inflation Rate,2011-09-30T00:00:00,5.8,Monthly,HKCPIY,2011-10-21T11:05:00
Hong Kong,Inflation Rate,2011-10-31T00:00:00,5.8,Monthly,HKCPIY,2011-11-22T11:46:00
Hong Kong,Inflation Rate,2011-11-30T00:00:00,5.7,Monthly,HKCPIY,2011-12-20T11:45:00
Hong Kong,Inflation Rate,2011-12-31T00:00:00,5.7,Monthly,HKCPIY,2012-01-20T15:27:00
Hong Kong,Inflation Rate,2012-01-31T00:00:00,6.1,Monthly,HKCPIY,2012-02-20T10:38:00
Hong Kong,Inflation Rate,2012-02-29T00:00:00,4.7,Monthly,HKCPIY,2012-03-22T11:34:00
Hong Kong,Inflation Rate,2012-03-31T00:00:00,4.9,Monthly,HKCPIY,2012-05-25T13:34:00
Hong Kong,Inflation Rate,2012-04-30T00:00:00,4.7,Monthly,HKCPIY,2012-05-25T13:34:00
Hong Kong,Inflation Rate,2012-05-31T00:00:00,4.3,Monthly,HKCPIY,2012-06-21T11:26:00
Hong Kong,Inflation Rate,2012-06-30T00:00:00,3.7,Monthly,HKCPIY,2012-07-23T10:46:00
Hong Kong,Inflation Rate,2012-07-31T00:00:00,1.6,Monthly,HKCPIY,2012-08-21T10:27:00
Hong Kong,Inflation Rate,2012-08-31T00:00:00,3.7,Monthly,HKCPIY,2012-09-20T10:00:00
Hong Kong,Inflation Rate,2012-09-30T00:00:00,3.8,Monthly,HKCPIY,2012-10-22T09:41:00
Hong Kong,Inflation Rate,2012-10-31T00:00:00,3.8,Monthly,HKCPIY,2012-11-22T08:40:00
Hong Kong,Inflation Rate,2012-11-30T00:00:00,3.7,Monthly,HKCPIY,2012-12-20T08:43:00
Hong Kong,Inflation Rate,2012-12-31T00:00:00,3.7,Monthly,HKCPIY,2013-01-21T08:34:00
Hong Kong,Inflation Rate,2013-01-31T00:00:00,3,Monthly,HKCPIY,2013-02-22T08:37:00
Hong Kong,Inflation Rate,2013-02-28T00:00:00,4.4,Monthly,HKCPIY,2013-03-21T08:38:00
Hong Kong,Inflation Rate,2013-03-31T00:00:00,3.6,Monthly,HKCPIY,2013-04-22T09:32:00
Hong Kong,Inflation Rate,2013-04-30T00:00:00,4,Monthly,HKCPIY,2013-05-21T09:31:00
Hong Kong,Inflation Rate,2013-05-31T00:00:00,3.9,Monthly,HKCPIY,2013-06-20T09:31:00
Hong Kong,Inflation Rate,2013-06-30T00:00:00,4.1,Monthly,HKCPIY,2013-07-22T09:30:00
Hong Kong,Inflation Rate,2013-07-31T00:00:00,6.9,Monthly,HKCPIY,2013-08-20T09:31:00
Hong Kong,Inflation Rate,2013-08-31T00:00:00,4.5,Monthly,HKCPIY,2013-09-23T09:33:00
Hong Kong,Inflation Rate,2013-09-30T00:00:00,4.6,Monthly,HKCPIY,2013-10-21T09:31:00
Hong Kong,Inflation Rate,2013-10-31T00:00:00,4.3,Monthly,HKCPIY,2013-11-21T08:31:00
Hong Kong,Inflation Rate,2013-11-30T00:00:00,4.3,Monthly,HKCPIY,2013-12-23T09:48:00
Hong Kong,Inflation Rate,2013-12-31T00:00:00,4.3,Monthly,HKCPIY,2014-01-21T08:31:00
Hong Kong,Inflation Rate,2014-01-31T00:00:00,4.6,Monthly,HKCPIY,2014-02-21T08:33:00
Hong Kong,Inflation Rate,2014-02-28T00:00:00,3.9,Monthly,HKCPIY,2014-03-20T08:44:00
Hong Kong,Inflation Rate,2014-03-31T00:00:00,3.9,Monthly,HKCPIY,2014-04-22T09:31:00
Hong Kong,Inflation Rate,2014-04-30T00:00:00,3.7,Monthly,HKCPIY,2014-05-22T09:31:00
Hong Kong,Inflation Rate,2014-05-31T00:00:00,3.7,Monthly,HKCPIY,2014-06-23T09:31:00
Hong Kong,Inflation Rate,2014-06-30T00:00:00,3.6,Monthly,HKCPIY,2014-07-21T09:31:00
Hong Kong,Inflation Rate,2014-07-31T00:00:00,4,Monthly,HKCPIY,2014-08-21T09:31:00
Hong Kong,Inflation Rate,2014-08-31T00:00:00,3.9,Monthly,HKCPIY,2014-09-22T09:31:00
Hong Kong,Inflation Rate,2014-09-30T00:00:00,6.6,Monthly,HKCPIY,2014-10-21T09:32:00
Hong Kong,Inflation Rate,2014-10-31T00:00:00,5.2,Monthly,HKCPIY,2014-11-20T08:35:00
Hong Kong,Inflation Rate,2014-11-30T00:00:00,5.1,Monthly,HKCPIY,2014-12-23T08:33:00
Hong Kong,Inflation Rate,2014-12-31T00:00:00,4.9,Monthly,HKCPIY,2015-01-22T08:34:00
Hong Kong,Inflation Rate,2015-01-31T00:00:00,4.1,Monthly,HKCPIY,2015-02-23T08:31:00
Hong Kong,Inflation Rate,2015-02-28T00:00:00,4.6,Monthly,HKCPIY,2015-03-20T09:09:00
Hong Kong,Inflation Rate,2015-03-31T00:00:00,4.5,Monthly,HKCPIY,2015-04-21T09:32:00
Hong Kong,Inflation Rate,2015-04-30T00:00:00,2.8,Monthly,HKCPIY,2015-05-21T09:31:00
Hong Kong,Inflation Rate,2015-05-31T00:00:00,3,Monthly,HKCPIY,2015-06-22T09:31:00
Hong Kong,Inflation Rate,2015-06-30T00:00:00,3.1,Monthly,HKCPIY,2015-07-21T09:33:00
Hong Kong,Inflation Rate,2015-07-31T00:00:00,2.5,Monthly,HKCPIY,2015-08-20T09:30:00
Hong Kong,Inflation Rate,2015-08-31T00:00:00,2.4,Monthly,HKCPIY,2015-09-21T09:39:00
Hong Kong,Inflation Rate,2015-09-30T00:00:00,2,Monthly,HKCPIY,2015-10-22T09:31:00
Hong Kong,Inflation Rate,2015-10-31T00:00:00,2.3,Monthly,HKCPIY,2016-06-01T17:23:00
Hong Kong,Inflation Rate,2015-11-30T00:00:00,2.3,Monthly,HKCPIY,2016-06-01T17:23:00
Hong Kong,Inflation Rate,2015-12-31T00:00:00,2.4,Monthly,HKCPIY,2016-06-01T17:22:00
Hong Kong,Inflation Rate,2016-01-31T00:00:00,2.5,Monthly,HKCPIY,2016-06-01T17:22:00
Hong Kong,Inflation Rate,2016-02-29T00:00:00,3,Monthly,HKCPIY,2016-06-01T17:22:00
Hong Kong,Inflation Rate,2016-03-31T00:00:00,2.9,Monthly,HKCPIY,2016-06-01T17:21:00
Hong Kong,Inflation Rate,2016-04-30T00:00:00,2.7,Monthly,HKCPIY,2016-05-23T09:33:00
Hong Kong,Inflation Rate,2016-05-31T00:00:00,2.6,Monthly,HKCPIY,2016-06-21T09:31:00
Hong Kong,Inflation Rate,2016-06-30T00:00:00,2.4,Monthly,HKCPIY,2016-07-21T09:31:00
Hong Kong,Inflation Rate,2016-07-31T00:00:00,2.3,Monthly,HKCPIY,2016-08-22T09:31:00
Hong Kong,Inflation Rate,2016-08-31T00:00:00,4.3,Monthly,HKCPIY,2016-09-22T08:31:00
Hong Kong,Inflation Rate,2016-09-30T00:00:00,2.7,Monthly,HKCPIY,2016-10-20T08:31:00
Hong Kong,Inflation Rate,2016-10-31T00:00:00,1.2,Monthly,HKCPIY,2016-11-22T08:32:00
Hong Kong,Inflation Rate,2016-11-30T00:00:00,1.2,Monthly,HKCPIY,2016-12-20T08:31:00
Hong Kong,Inflation Rate,2016-12-31T00:00:00,1.2,Monthly,HKCPIY,2017-01-23T08:31:00
Hong Kong,Inflation Rate,2017-01-31T00:00:00,1.3,Monthly,HKCPIY,2017-02-21T08:32:00
Hong Kong,Inflation Rate,2017-02-28T00:00:00,-0.1,Monthly,HKCPIY,2017-03-21T08:30:00
Hong Kong,Inflation Rate,2017-03-31T00:00:00,0.5,Monthly,HKCPIY,2017-04-21T08:31:00
Hong Kong,Inflation Rate,2017-04-30T00:00:00,2,Monthly,HKCPIY,2017-05-23T08:30:00
Hong Kong,Inflation Rate,2017-05-31T00:00:00,2,Monthly,HKCPIY,2017-06-20T08:29:00
Hong Kong,Inflation Rate,2017-06-30T00:00:00,1.9,Monthly,HKCPIY,2017-07-20T08:33:00
Hong Kong,Inflation Rate,2017-07-31T00:00:00,2,Monthly,HKCPIY,2017-09-21T08:30:00
Hong Kong,Inflation Rate,2017-08-31T00:00:00,1.9,Monthly,HKCPIY,2017-10-23T08:31:00
Hong Kong,Inflation Rate,2017-09-30T00:00:00,1.4,Monthly,HKCPIY,2017-11-21T08:30:00
Hong Kong,Inflation Rate,2017-10-31T00:00:00,1.5,Monthly,HKCPIY,2017-12-21T08:31:00
Hong Kong,Inflation Rate,2017-11-30T00:00:00,1.6,Monthly,HKCPIY,2018-01-23T08:30:00
Hong Kong,Inflation Rate,2017-12-31T00:00:00,1.7,Monthly,HKCPIY,2018-02-22T08:30:00
Hong Kong,Inflation Rate,2018-01-31T00:00:00,1.7,Monthly,HKCPIY,2018-03-20T08:31:00
Hong Kong,Inflation Rate,2018-02-28T00:00:00,3.1,Monthly,HKCPIY,2018-04-23T08:30:00
Hong Kong,Inflation Rate,2018-03-31T00:00:00,2.6,Monthly,HKCPIY,2018-05-21T08:30:00
Hong Kong,Inflation Rate,2018-04-30T00:00:00,1.9,Monthly,HKCPIY,2018-06-21T08:30:00
Hong Kong,Inflation Rate,2018-05-31T00:00:00,2.1,Monthly,HKCPIY,2018-07-23T08:34:00
Hong Kong,Inflation Rate,2018-06-30T00:00:00,2.4,Monthly,HKCPIY,2018-08-21T08:31:00
Hong Kong,Inflation Rate,2018-07-31T00:00:00,2.4,Monthly,HKCPIY,2018-09-20T08:31:00
Hong Kong,Inflation Rate,2018-08-31T00:00:00,2.3,Monthly,HKCPIY,2018-10-23T08:31:00
Hong Kong,Inflation Rate,2018-09-30T00:00:00,2.7,Monthly,HKCPIY,2018-11-20T08:30:00
Hong Kong,Inflation Rate,2018-10-31T00:00:00,2.7,Monthly,HKCPIY,2018-12-20T08:31:00
Hong Kong,Inflation Rate,2018-11-30T00:00:00,2.6,Monthly,HKCPIY,2019-01-22T08:30:00
Hong Kong,Inflation Rate,2018-12-31T00:00:00,2.5,Monthly,HKCPIY,2019-02-22T08:30:00
Hong Kong,Inflation Rate,2019-01-31T00:00:00,2.4,Monthly,HKCPIY,2019-03-21T08:31:00
Hong Kong,Inflation Rate,2019-02-28T00:00:00,2.1,Monthly,HKCPIY,2019-04-23T08:34:00
Hong Kong,Inflation Rate,2019-03-31T00:00:00,2.1,Monthly,HKCPIY,2019-05-23T08:30:00
Hong Kong,Inflation Rate,2019-04-30T00:00:00,2.9,Monthly,HKCPIY,2019-06-21T08:31:00
Hong Kong,Inflation Rate,2019-05-31T00:00:00,2.8,Monthly,HKCPIY,2019-07-22T08:31:00
Hong Kong,Inflation Rate,2019-06-30T00:00:00,3.3,Monthly,HKCPIY,2019-08-20T08:30:00
Hong Kong,Inflation Rate,2019-07-31T00:00:00,3.3,Monthly,HKCPIY,2019-09-20T08:30:00
Hong Kong,Inflation Rate,2019-08-31T00:00:00,3.5,Monthly,HKCPIY,2019-10-22T08:30:00
Hong Kong,Inflation Rate,2019-09-30T00:00:00,3.2,Monthly,HKCPIY,2019-11-21T08:30:00
Hong Kong,Inflation Rate,2019-10-31T00:00:00,3.1,Monthly,HKCPIY,2019-12-20T08:30:00
Hong Kong,Inflation Rate,2019-11-30T00:00:00,3,Monthly,HKCPIY,2020-01-21T08:30:00
Hong Kong,Inflation Rate,2019-12-31T00:00:00,2.9,Monthly,HKCPIY,2020-02-20T08:31:00
Hong Kong,Inflation Rate,2020-01-31T00:00:00,1.4,Monthly,HKCPIY,2020-03-23T08:31:00
Hong Kong,Inflation Rate,2020-02-29T00:00:00,2.2,Monthly,HKCPIY,2020-04-23T08:31:00
Hong Kong,Inflation Rate,2020-03-31T00:00:00,2.3,Monthly,HKCPIY,2020-05-21T08:31:00
Hong Kong,Inflation Rate,2020-04-30T00:00:00,1.9,Monthly,HKCPIY,2020-06-22T08:31:00
Hong Kong,Inflation Rate,2020-05-31T00:00:00,1.5,Monthly,HKCPIY,2020-07-21T08:31:00
Hong Kong,Inflation Rate,2020-06-30T00:00:00,0.7,Monthly,HKCPIY,2020-08-20T08:31:00
Hong Kong,Inflation Rate,2020-07-31T00:00:00,-2.3,Monthly,HKCPIY,2020-09-21T08:30:00
Hong Kong,Inflation Rate,2020-08-31T00:00:00,-0.4,Monthly,HKCPIY,2020-10-22T08:30:00
Hong Kong,Inflation Rate,2020-09-30T00:00:00,-2.2,Monthly,HKCPIY,2020-11-20T08:30:00
Hong Kong,Inflation Rate,2020-10-31T00:00:00,-0.2,Monthly,HKCPIY,2020-12-21T08:30:00
Hong Kong,Inflation Rate,2020-11-30T00:00:00,-0.2,Monthly,HKCPIY,2021-01-21T08:30:00
Hong Kong,Inflation Rate,2020-12-31T00:00:00,-0.7,Monthly,HKCPIY,2021-02-22T08:30:00
Hong Kong,Inflation Rate,2021-01-31T00:00:00,2.6,Monthly,HKCPIY,2021-06-22T09:19:00
Hong Kong,Inflation Rate,2021-02-28T00:00:00,0.5,Monthly,HKCPIY,2021-06-22T09:18:00
Hong Kong,Inflation Rate,2021-03-31T00:00:00,0.6,Monthly,HKCPIY,2021-06-22T09:18:00
Hong Kong,Inflation Rate,2021-04-30T00:00:00,0.8,Monthly,HKCPIY,2021-06-22T09:13:00
Hong Kong,Inflation Rate,2021-05-31T00:00:00,1,Monthly,HKCPIY,2021-07-22T08:30:00
Hong Kong,Inflation Rate,2021-06-30T00:00:00,0.7,Monthly,HKCPIY,2021-08-19T08:30:00
Hong Kong,Inflation Rate,2021-07-31T00:00:00,3.7,Monthly,HKCPIY,2021-09-20T08:30:00
Hong Kong,Inflation Rate,2021-08-31T00:00:00,1.6,Monthly,HKCPIY,2021-10-22T08:30:00
Hong Kong,Inflation Rate,2021-09-30T00:00:00,1.4,Monthly,HKCPIY,2021-11-22T08:30:00
Hong Kong,Inflation Rate,2021-10-31T00:00:00,1.7,Monthly,HKCPIY,2021-12-21T08:31:00
Hong Kong,Inflation Rate,2021-11-30T00:00:00,1.8,Monthly,HKCPIY,2022-01-20T08:30:00
Hong Kong,Inflation Rate,2021-12-31T00:00:00,2.4,Monthly,HKCPIY,2022-02-22T08:30:00
Hong Kong,Inflation Rate,2022-01-31T00:00:00,1.2,Monthly,HKCPIY,2022-03-21T08:31:00
Hong Kong,Inflation Rate,2022-02-28T00:00:00,1.6,Monthly,HKCPIY,2022-04-22T08:30:00
Hong Kong,Inflation Rate,2022-03-31T00:00:00,1.7,Monthly,HKCPIY,2022-05-23T08:30:00
Hong Kong,Inflation Rate,2022-04-30T00:00:00,1.3,Monthly,HKCPIY,2022-06-21T08:30:00
Hong Kong,Inflation Rate,2022-05-31T00:00:00,1.2,Monthly,HKCPIY,2022-07-21T08:30:00
Hong Kong,Inflation Rate,2022-06-30T00:00:00,1.8,Monthly,HKCPIY,2022-08-22T08:30:00
Hong Kong,Inflation Rate,2022-07-31T00:00:00,1.9,Monthly,HKCPIY,2022-09-22T08:30:00
Hong Kong,Inflation Rate,2022-08-31T00:00:00,1.9,Monthly,HKCPIY,2022-10-21T08:30:00
Hong Kong,Inflation Rate,2022-09-30T00:00:00,4.4,Monthly,HKCPIY,2022-11-21T08:30:00
Hong Kong,Inflation Rate,2022-10-31T00:00:00,1.8,Monthly,HKCPIY,2022-12-20T08:31:00
Hong Kong,Inflation Rate,2022-11-30T00:00:00,1.8,Monthly,HKCPIY,2023-01-20T08:31:00
Hong Kong,Inflation Rate,2022-12-31T00:00:00,2,Monthly,HKCPIY,2023-02-23T08:31:00
Hong Kong,Inflation Rate,2023-01-31T00:00:00,2.4,Monthly,HKCPIY,2023-03-23T08:30:00
Hong Kong,Inflation Rate,2023-02-28T00:00:00,1.7,Monthly,HKCPIY,2023-04-21T08:31:00
Hong Kong,Inflation Rate,2023-03-31T00:00:00,1.7,Monthly,HKCPIY,2023-05-22T08:30:00
Hong Kong,Inflation Rate,2023-04-30T00:00:00,2.1,Monthly,HKCPIY,2023-06-20T08:30:00
Hong Kong,Inflation Rate,2023-05-31T00:00:00,2,Monthly,HKCPIY,2023-07-20T08:30:00
Hong Kong,Inflation Rate,2023-06-30T00:00:00,1.9,Monthly,HKCPIY,2023-08-21T08:30:00
